DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P1079;P9010;P9025;P9025S1;P9025S2;P5230;P9090;P784;P784S1;P784S1A1;P784S1A2;P784S2;P784S2A1;P784S2A2;P784S5;P784S5A1;P784S5A2;P784S4;P784S4A1;P1072;P1072S1;P1072S2;P1077;P1077S1;P1077S2;P1077S3;P1077S4;P1077S5;P1077S6;P1077S27;P1077S7;P1077S8;P1077S9;P1077S10;P1077S11;P1077S12;P1077S13;P1077S14;P1077S15;P1077S15A1;P1077S16;P1077S16A1;P1077S17;P1077S18;P1077S19;P1077S20;P1077S21;P1077S21A1;P1077S22;P1077S22A1;P1077S23;P1077S23A1;P1076;P1075;P1075S1;P1075S2;P3199;P1074;P795;P795S1;P795S1A1;P795S1A2;P795S2;P795S3;P795S4;P3201;P1913;P1913S1;P1913S2;P1913S3;P1913S10;P1913S9;P1913S5;P1913S6;P1913S7;P1913S11;P1913S12;P1913S8;P1913S13;P3202;P3202S1;P3202S2;P3202S3;P3202S4;P3202S5;P3202S6;P3202S7;P3202S8;P3202S9;P3202S10;P3202S11;P3202S12;P3203;P3203S1;P3203S2;P3203S3;P3203S4;P3203S5;P3203S6;P3203S7;P3203S8;P3203S9;P3203S10;P3203S11;P3203S12;P3203S13;P3203S14;P3353;P3354;P3355;P3356;P3357;P3358
7642769;1;1;1;15.146.356.932;1;2;;2;2;2;2;;2;;;2;;;2;;;2;;;2;0;;1;1;1;1;2;1;1;2;1;2;2;2;2;2;1;2;;2;;1;2;1;2;2;;1;2;1;1;;1;1;1;1;;;;;;1;;;1;;5;10;10;3;0;2;3;1;20;2;3;;;;1;;;;;;;;;;;;;;;1;;;;;;;;;;;2;2;4;3;1;1
7642770;1;1;1;19.983.163.821;1;2;;2;2;2;2;;2;;;2;;;2;;;2;;;1;0;;1;1;1;1;2;1;1;2;1;2;1;2;2;2;2;2;;2;;2;2;1;2;2;;1;1;2;;;1;1;2;1;;;;;;1;;;1;;5;15;20;5;5;10;5;2;10;2;10;;;1;;;;;;;1;;1;;;;;;;;;;;;;1;1;;;;2;4;3;4;2;2
7642771;1;1;1;12.376.002.607;1;1;;2;2;1;2;;2;;;2;;;2;;;2;;;5;300;;1;1;1;2;2;2;2;2;1;2;1;2;2;2;2;2;;2;;1;2;1;2;1;1;2;;2;;;1;1;2;1;;;;;;1;;;1;;30;60;60;20;30;30;5;20;60;90;30;;;1;1;;;;;;1;;;;;;;;;1;;;;;;;;;;;4;4;4;5;3;3
7642772;1;1;1;13.158.481.354;1;2;;1;2;1;2;;2;;;2;;;2;;;2;;;2;250;;2;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;;2;;2;2;1;2;2;;2;;2;;3;2;;;;1;;;;;1;;;2;;20;2;30;5;0;10;5;2;0;2;20;;;;;;;;;;1;;;;;;;;;1;1;;;;;1;;1;;;3;2;4;4;3;3
7642773;1;1;1;14.914.099.827;2;1;;2;2;1;2;;2;;;2;;;2;;;2;;;4;0;;2;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;;2;;2;2;2;2;1;1;2;;2;;;1;1;2;1;;;1;1;2;;;;;;1;2;0;20;0;5;3;1;0;1;7;;;;;;;;;;1;;;;;;;;;1;;;;;;1;;;;;3;2;4;2;1;2
7642775;1;1;1;1.606.982.434;1;1;;2;2;2;1;;2;;;2;;;2;;;2;;;1;0;;1;1;1;2;2;1;2;2;1;2;1;2;2;2;2;2;;2;;2;2;1;2;1;1;2;;2;;;1;1;2;1;;;;;;1;;;1;;5;15;20;5;20;15;5;3;10;3;20;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2;3;3;5;2;2
7642776;1;1;1;20.605.097.557;1;2;;1;2;2;2;;2;;;2;;;2;;;2;;;4;450;;1;1;1;2;2;2;1;2;1;2;1;2;2;2;2;2;;2;;1;2;1;2;1;1;2;;2;;;1;1;2;1;;;;;;1;;;1;;5;5;60;10;0;20;5;10;60;10;20;;;;;;;;;;1;;1;;;;;;;;1;;;;;;;;;;3;3;4;3;3;3
7642777;1;1;1;14.343.047.375;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;0;250;;2;1;1;2;2;1;1;1;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;2;2;;;;1;;1;1;1;;;;;;5;5;45;3;20;10;5;10;30;0;10;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;4;2;3;2;3;3
7642778;1;1;1;13.167.972.763;2;2;;2;2;1;2;;2;;;2;;;2;;;2;;;6;0;;1;1;1;1;1;2;1;2;1;2;2;2;2;2;2;2;;2;;2;2;1;2;1;1;1;2;1;1;;1;1;1;1;;;;;;1;;;1;;3;30;60;2;5;30;5;15;0;0;10;;;1;;;;;1;;;;1;;;;;1;;1;;;;;;;;;;;4;2;4;4;3;3
7642779;1;1;1;11.989.898.292;1;1;;2;2;1;1;;2;;;1;1;1920000;2;;;2;;;0;250;;1;1;1;2;1;1;2;2;1;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;2;2;;;;6;;1;1;2;;;;;;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;4;3;3;3
7642781;1;1;1;1.427.606.133;2;1;;1;2;1;1;;2;;;2;;;1;1;320000;2;;;14;0;;2;1;1;1;2;2;2;2;1;1;2;2;2;2;2;2;;2;;2;2;1;2;1;1;2;;2;;;1;1;1;1;;;;;;1;;;1;;5;20;40;5;0;15;5;10;30;20;10;;;;1;;;;;;;;;;;;;;;1;;;;;;1;;;;;4;3;3;2;3;3
7642782;1;1;1;13.461.444.902;2;1;;1;2;2;2;;2;;;2;;;1;1;480000;2;;;5;0;;2;1;1;2;1;2;1;2;1;2;2;2;2;2;2;2;;2;;1;2;1;2;1;1;2;;2;;;1;1;1;1;;;;;;1;;;1;;10;15;30;10;10;20;10;15;30;30;40;;;1;;;;;;;;;1;;;;;;;1;;;;;;1;;;;;3;2;4;3;3;3
7642783;1;1;1;19.124.063.167;1;1;;2;2;2;3;;2;;;2;;;2;;;2;;;2;0;;1;1;1;1;1;2;1;2;1;2;1;2;2;2;2;1;2;2;;2;2;1;2;2;;2;;2;;1;2;;;;1;;;;;1;;;1;;3;15;10;5;30;5;5;5;5;5;2;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2;3;4;3;3;2
7642784;1;1;1;15.391.978;1;2;;2;2;1;2;;2;;;2;;;2;;;2;;;5;0;;1;1;1;2;1;2;1;1;1;2;1;2;2;2;2;1;1;1;1;1;2;1;2;1;1;1;1;2;;;1;1;2;1;;;;;;1;;;1;;5;5;20;1;0;5;5;5;30;5;10;;;;;1;;;;;;;;;;;;;;1;;;;;;1;;;;;4;4;4;4;3;3
7642785;1;1;1;11.123.855.467;1;2;;1;2;2;2;;2;;;2;;;2;;;2;;;1;0;;1;1;1;1;2;1;1;2;1;1;2;2;2;2;2;2;;2;;2;2;1;2;2;;2;;2;;3;1;1;2;1;;;;;;1;;;1;;5;15;20;5;10;20;5;10;15;10;15;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2;4;3;4;2;2
7642786;1;1;1;1.962.339.682;2;2;;1;2;2;2;;2;;;2;;;2;;;2;;;5;450;;1;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;;1;1;2;2;1;2;2;;1;1;2;;;1;1;2;1;;;;;;1;;;1;;25;5;60;10;40;40;10;5;5;5;30;;;;1;;;;;;1;;;;;;;;;1;;;;;;;;;;;2;2;3;3;3;3
7642787;1;1;1;165.468.642;1;2;;2;2;2;2;;2;;;2;;;2;;;2;;;3;250;;2;1;1;1;1;1;1;2;1;2;2;2;2;2;1;2;;2;;1;2;1;2;1;2;2;;2;;;1;1;1;1;;;;;;;1;;2;;10;2;3;10;10;20;10;2;0;7;30;;;;1;;1;;;;1;;1;;;;;1;;;1;;;;;;;;;;2;2;4;5;3;1
7642788;1;1;1;18.706.059.668;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;14;0;;1;1;1;2;1;1;1;2;1;2;2;2;2;2;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;;1;1;1;1;;;;;;1;;;1;;15;2;30;5;15;10;5;5;5;5;10;;;;;;;;;;1;;;;;;;;;1;1;;;;;1;;;;;4;2;4;2;2;3
7642789;1;1;1;16.489.961.856;1;2;;2;2;2;2;;2;;;2;;;2;;;2;;;3;0;;1;1;1;2;1;1;1;1;1;2;1;2;2;2;2;2;;1;2;2;2;1;2;1;1;2;;2;;;1;2;1;;;;;;;1;1;;1;;20;3;25;5;20;20;10;15;0;0;15;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;2;4;3;1;3
7642790;1;1;1;14.305.828.973;1;1;;2;2;1;2;;2;;;2;;;2;;;2;;;1;0;;1;1;1;2;1;2;1;1;2;2;1;2;2;2;2;2;;2;;1;2;2;2;2;;2;;2;;3;2;;;;1;;1;2;1;;;;;;5;15;30;3;15;30;5;15;90;20;40;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;4;3;4;4;2;2
7642791;1;1;1;1.650.133.681;2;2;;2;2;2;2;;2;;;2;;;2;;;2;;;6;450;;1;1;1;2;1;1;1;2;1;1;2;2;2;2;1;2;;2;;1;2;1;2;2;;1;2;2;;;1;1;2;1;;;;;;1;;;1;;15;15;0;25;15;0;20;5;5;5;20;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;2;3;2;3;3
7642792;1;1;1;21.434.313.572;1;1;;2;2;2;1;;2;;;2;;;2;;;2;;;4;0;;2;1;1;2;2;1;2;1;2;2;2;2;2;2;2;2;;2;;2;2;1;2;2;;2;;2;;1;1;1;1;1;;;;;;1;;;1;;5;5;20;10;15;20;15;15;0;0;10;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;2;3;2;2;3
7642793;1;1;1;21.308.235.513;1;1;;2;2;2;3;;2;;;2;;;2;;;2;;;2;0;;1;1;1;1;1;1;1;2;1;2;1;2;2;2;2;2;;2;;2;2;1;2;1;1;1;1;2;;;1;1;2;1;;;;;;1;;;1;;3;15;15;5;5;10;5;5;5;5;10;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2;3;3;2;2;2
7642795;1;1;1;22.523.098.029;1;2;;2;2;2;2;;2;;;2;;;2;;;2;;;0;250;;1;1;1;1;2;1;1;2;1;2;1;2;2;2;2;1;1;2;;1;2;2;2;2;;1;2;2;;;1;1;2;1;;;1;1;2;;;;;;5;5;15;5;15;10;5;5;30;5;10;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2;4;3;3;2;2
7642796;1;1;1;21.198.373.085;1;2;;1;2;2;3;;2;;;2;;;2;;;2;;;1;0;;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;1;1;1;1;2;2;1;2;1;2;1;1;1;1;;1;1;2;1;;;;;;1;;;1;;5;2;15;5;40;5;2;2;0;5;5;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;2;3;4;2;2
7642797;1;1;1;1.817.409.333;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;2;0;;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;;2;;2;2;1;2;1;1;1;1;2;;;1;1;2;1;;;;;;1;;;1;;3;15;20;5;25;10;5;3;10;3;5;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2;4;3;3;2;2
7642798;1;1;1;22.589.510.376;1;1;;2;2;2;3;;2;;;2;;;2;;;2;;;3;0;;1;1;1;1;2;1;1;2;1;2;2;2;2;2;2;1;1;1;1;1;2;1;2;1;1;2;;2;;;1;1;2;1;;;;;;1;;;1;;5;2;30;5;44;5;2;2;0;2;5;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2;1;4;2;1;1
7642799;1;1;1;17.762.812.285;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;1;0;;1;1;1;2;1;1;1;2;1;1;1;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;1;2;;;;2;;1;2;1;;;;;;5;2;35;5;45;10;2;2;0;5;5;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;4;5;2;2
7642800;1;1;1;16.411.749.165;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;5;0;;1;1;1;2;2;2;2;2;1;2;2;2;2;2;1;2;;2;;1;2;1;2;1;1;1;2;1;2;;1;1;1;1;;;;;;1;;;1;;5;5;30;5;0;10;10;5;45;5;5;;;1;;;1;;;1;;;1;;;;;;1;1;1;;;;;;;;;;4;3;4;4;3;3
7642801;1;1;1;1.378.490.411;1;1;;2;2;2;2;;2;;;2;;;2;;;1;1;;3;0;;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;;2;;2;2;1;2;2;;2;;2;;4;1;1;2;2;;;;;;1;;;2;;5;10;5;15;30;20;15;5;5;5;15;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;3;3;3;3;3;3
7642817;1;1;1;10.949.458.509;1;1;;2;2;2;1;;2;;;2;;;2;;;2;;;4;35;;2;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;1;1;2;1;;;;1;1;1;;;;2;;15;28;2;2;5;10;10;10;10;10;10;25;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;3;3;4;3;2
7642818;1;1;1;18.976.616.782;1;1;;2;2;2;1;;2;;;2;;;2;;;2;;;25;0;;2;1;1;2;2;1;2;1;2;2;1;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;3;1;1;2;1;;;1;1;2;;;;;;10;10;45;30;60;60;5;20;99;99;30;99;;;1;;;;;;;;;;;;;;;1;1;;;;;;;;;;3;3;2;2;2;2
7642819;1;1;1;57.929.403.342;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;7;45;;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;;1;1;1;2;2;2;2;;2;;2;;2;1;2;1;;;;1;1;1;;;;;;5;5;15;15;15;15;15;15;15;15;15;15;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;4;4;3;3;2;2
7642820;1;1;1;55.019.616.344;1;1;;2;2;1;1;;2;;;2;;;2;;;2;;;6;15;;2;2;1;2;2;2;2;1;2;1;2;2;2;2;1;2;;2;;2;2;2;2;2;;2;;2;;2;2;;;;1;;1;1;2;;;;;;5;5;10;10;10;10;15;15;15;15;102;26;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;3;3;3;3;3;2
7642821;1;1;1;72.441.224.735;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;5;45;;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;1;2;;;;2;;;;;;;;;;5;5;10;5;20;20;20;20;20;20;25;15;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;3;3;3;2
7642822;1;1;1;92.056.006.372;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;6;0;;1;1;1;2;2;2;2;1;2;2;1;2;2;2;2;2;;1;1;2;2;2;2;2;;2;;2;;1;1;1;2;1;;;1;1;2;;;;;;12;20;30;15;60;30;20;15;30;30;40;30;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;3;3;3;3;2;2
7642823;1;1;1;85.805.499.852;1;1;;2;2;1;1;;2;;;2;;;2;;;2;;;7;0;;2;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;3;1;1;2;1;;;;;;;;;;;10;20;30;5;30;15;15;15;99;30;30;39;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;5;1;5;4;3;3
7642824;1;1;1;14.505.003.882;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;9;0;;1;1;1;2;2;1;1;2;1;2;2;2;2;2;2;2;;2;;1;2;2;2;2;;2;;1;2;;2;;;;1;;1;1;2;;;;;;5;5;40;5;10;53;30;30;30;30;30;40;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;3;3;3;3;3;2
7642825;1;1;1;18.339.872.115;1;1;;2;2;1;1;;2;;;2;;;1;1;1200000;2;;;9;0;;2;1;1;1;2;1;1;1;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;1;1;;2;;;;1;;1;1;2;;;;;;5;15;15;15;2;20;30;50;50;50;50;50;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;4;4;4;4;2;3
7642826;1;1;1;90.370.736.504;1;1;;2;2;2;1;;2;;;2;;;2;;;2;;;5;0;;1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;2;1;2;1;;;;;;;;;;;;5;40;10;10;50;50;50;50;50;50;50;50;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;4;5;5;5;3;3
7642827;1;1;1;48.274.502.785;1;1;;2;2;1;1;;2;;;2;;;2;;;2;;;2;0;;1;2;1;1;2;2;2;1;2;2;2;2;2;1;2;2;;2;;2;2;2;2;2;;2;;2;;2;1;1;2;1;;;1;1;2;;;;;;5;10;20;20;20;20;20;50;50;50;50;50;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;4;4;5;4;3;3
7642828;1;1;1;80.861.320.783;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;7;0;;1;1;1;2;1;2;2;2;1;2;1;2;2;2;2;2;;1;1;2;2;2;2;2;;2;;2;;1;1;1;2;2;;;1;1;2;;;;;;5;10;30;5;50;50;50;50;50;50;50;50;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;4;4;4;5;3;3
7642829;1;1;1;12.565.081.877;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;5;0;;1;1;1;2;2;2;2;1;2;2;1;2;2;2;1;2;;1;1;2;2;2;2;2;;2;;2;;1;1;1;2;1;;;1;1;2;;;;;;5;10;30;5;50;30;60;30;30;30;30;30;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;4;5;5;5;3;3
7642830;1;1;1;45.849.680.286;1;1;;2;2;1;1;;2;;;2;;;2;;;2;;;5;45;;1;1;1;2;2;2;2;1;2;2;1;2;2;2;2;2;;2;;2;2;2;2;2;;1;1;2;;;1;1;2;1;;;1;1;2;;;;;;5;5;30;5;40;40;40;50;30;50;50;80;;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;4;4;4;4;3;2
7642831;1;1;1;10.228.445.152;2;1;;2;2;2;2;;2;;;2;;;2;;;2;;;5;25;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;;2;;2;2;1;2;2;;2;;2;;3;1;1;2;1;;;;;;;1;;1;;5;10;30;5;25;30;15;50;50;50;50;50;;1;;;;;;;;;;;;;;1;1;;;;;;;;;;;;3;3;3;3;3;2
7642832;1;1;1;17.293.284.977;2;1;;2;2;1;1;;2;;;2;;;2;;;2;;;8;0;;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;3;2;;;;1;;1;1;2;;;;;;90;10;60;60;30;30;30;10;0;10;60;0;;1;;;;;;;1;;1;;;;;;;;;;;;;1;;;;;4;4;3;3;3;3
7642833;1;1;1;11.396.766.378;1;1;;2;2;2;1;;2;;;2;;;2;;;2;;;6;0;;1;1;1;2;2;1;1;1;2;2;2;2;2;2;2;2;;2;;1;2;2;2;2;;2;;2;;3;1;1;2;1;;;1;1;2;;;;;;1;10;1;5;30;30;30;10;15;10;30;0;;1;1;;;;;;;;;;;;;1;;;1;;;;;;;;;;2;2;4;3;3;3
7642834;1;1;1;61.763.952.473;1;1;;2;2;1;2;;2;;;1;1;1440000;1;1;1440000;2;;;4;0;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;2;2;;;;6;;1;1;2;;;;;;90;15;60;60;30;60;60;10;0;10;90;0;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;4;4;4;3;3;3
7642835;1;1;1;80.273.563.488;2;1;;2;2;2;2;;2;;;2;;;2;;;2;;;4;0;;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;;2;;1;2;2;2;2;;2;;2;;3;2;;;;1;;1;1;2;;;;;;3;5;10;5;60;60;60;3;60;60;60;60;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;2;4;4;2;3;3
7642836;1;1;1;54.437.612.906;1;1;;2;2;2;1;;2;;;2;;;2;;;2;;;2;0;;1;1;1;2;2;1;2;1;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;1;2;;;;2;;1;1;2;;;;;;5;10;2;7;30;35;40;40;15;20;35;0;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;4;3;2;2
7642837;1;1;1;99.756.049.617;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;7;0;;1;1;1;2;1;1;2;1;2;2;1;2;2;2;1;2;;1;1;2;2;2;2;2;;1;1;2;;;1;1;1;1;;;1;1;2;;;;;;5;6;3;4;30;30;35;35;15;8;35;0;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;3;3;2;2
7642838;1;1;1;69.238.593.728;1;1;;1;1;2;2;;2;;;2;;;2;;;2;;;3;485;;1;1;1;2;1;1;1;1;2;2;2;2;2;2;2;1;1;2;;2;2;1;2;2;;2;;2;;2;1;2;1;;;;;;;1;;;1;;5;5;5;5;0;45;45;5;5;5;60;0;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;4;4;4;4;2;2
7642839;1;1;1;15.241.983.645;2;1;;2;2;2;2;;2;;;2;;;2;;;2;;;3;0;;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;;2;;1;2;2;2;2;;2;;2;;3;2;;;;1;;1;1;2;;;;;;3;5;5;5;60;60;60;3;5;10;60;60;;;1;;;;;;;;;;;;;;;1;1;;;;;;;;;;2;2;4;2;3;3
7642840;1;1;1;11.966.558.142;1;1;;2;2;2;2;;2;;;1;1;300000;2;;;2;;;10;0;;1;1;1;2;2;2;2;1;2;1;2;2;2;2;2;1;1;2;;2;2;2;2;2;;2;;2;;3;1;2;1;;;;1;1;2;;;;;;3;3;3;3;0;50;50;3;3;3;60;0;;1;;;1;;;;;;;;;;;;;1;1;;;;;;;;;;5;5;5;5;3;3
7642841;1;1;1;69.238.593.728;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;3;0;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;1;2;;;;2;;1;1;2;;;;;;3;3;3;3;60;60;60;3;5;60;60;60;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2;2;4;2;3;3
7642842;1;1;1;69.345.081.635;1;1;;2;2;1;1;;2;;;2;;;2;;;2;;;4;0;;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;2;2;;;;6;;1;1;2;;;;;;90;10;60;30;30;20;30;30;0;0;60;0;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;3;3;3;3;3;3
7642843;1;1;1;61.763.952.473;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;3;0;;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;1;2;;;;6;;1;2;1;;;;;;90;15;60;60;60;60;60;10;0;15;0;0;;;;;;;;;;;1;;;;;;1;;;;;;;1;;;;;3;3;3;3;3;3
7642844;1;1;1;7.855.688.345;1;1;;2;2;2;1;;2;;;1;1;1440000;1;1;1440000;2;;;4;0;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;2;2;;;;6;;1;1;2;;;;;;90;10;90;90;30;60;60;10;0;10;90;0;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;3;3;3;3
7715910;1;1;1;22.238.547.784;1;2;;2;2;2;3;;2;;;2;;;2;;;2;;;3;0;;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;2;2;;1;1;1;2;2;;1;1;1;1;;1;1;2;1;;;;;;1;;;1;;99;99;99;99;99;99;99;99;99;99;99;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;2;4;2;3;3
7715911;1;1;1;17.802.515.378;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;2;0;;1;1;1;1;1;1;1;2;1;2;1;2;2;2;2;1;2;2;;1;2;1;2;2;;1;1;1;1;;1;1;2;1;;;;;;;1;;1;;10;15;15;5;20;10;5;5;20;5;10;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;2;4;2;3;3
7715912;1;1;1;15.986.531.057;1;2;;2;2;1;2;;2;;;2;;;2;;;2;;;1;0;;1;1;1;1;1;2;1;2;1;2;1;2;2;1;2;2;;2;;2;2;1;2;1;1;2;;1;1;;1;1;2;1;;;;;;1;;;1;;15;10;5;5;25;5;5;5;15;5;5;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;3;2;2;2;1;2
7715913;1;1;1;13.417.416.267;1;2;;2;2;2;2;;2;;;2;;;2;;;2;;;3;0;;1;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;;2;;1;2;1;2;1;1;2;;2;;;1;1;1;1;;;;;;1;;;1;;5;5;30;5;5;3;1;3;60;5;30;;;;;;;;1;1;1;;;;;;;1;;1;;;;1;1;1;;;;;2;1;3;4;3;3
7715914;1;1;1;21.305.020.979;1;1;;2;2;2;1;;2;;;2;;;2;;;2;;;1;0;;1;1;1;1;1;1;1;2;1;2;1;2;2;2;2;1;1;2;;1;2;1;2;2;;1;3;2;;;1;1;2;1;;;;;;1;;;1;;30;20;30;20;5;5;20;5;20;40;15;;;;;;;;1;;1;1;;1;;;;;;1;1;;;;;1;;;;;2;1;2;5;1;1
7715916;1;1;1;18.814.017.504;1;2;;2;2;1;1;;1;1;134000;2;;;2;;;2;;;5;0;;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;;2;;2;2;1;2;2;;2;;1;1;;1;1;2;1;;;;;;1;;;1;;5;10;90;5;10;5;5;20;15;90;10;;;;;;;1;;;1;;1;;;;;;;;1;;;;;;;1;;;5;1;2;2;3;3
7715917;1;1;1;22.373.893.622;1;2;;1;2;2;2;;2;;;2;;;2;;;2;;;5;0;;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;;1;1;1;2;2;2;1;1;2;;2;;;1;1;2;1;;;1;2;1;;;;;;3;0;20;3;20;2;3;3;8;5;20;;;1;;;;;;;1;;;;;;;1;;;;;;;;;;;;;2;2;2;2;2;3
7715919;1;1;1;16.216.630.581;1;2;;1;2;2;3;;2;;;2;;;2;;;2;;;1;0;;1;1;1;1;1;1;1;2;1;1;1;2;2;2;2;1;1;1;1;2;1;1;1;1;1;1;1;2;;;1;1;2;1;;;;;;1;;;1;;15;0;30;5;5;30;5;10;40;5;20;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2;2;5;2;2;2
7715923;1;1;1;19.124.063.167;1;1;;2;1;2;1;;2;;;2;;;2;;;2;;;1;434;;2;1;1;1;1;2;1;1;1;1;1;2;2;1;2;1;1;2;;2;2;1;1;1;3;1;3;2;;;1;2;1;;;;;;;1;;;1;;5;45;120;30;30;60;5;5;120;20;120;;;1;1;;1;1;;;1;;1;;;;;;;;;;;;;;;1;;;5;4;4;4;3;3
7715925;1;1;1;20.014.693.005;1;2;;2;2;2;3;;2;;;2;;;2;;;2;;;0;250;;1;1;1;2;2;1;1;2;1;1;2;2;2;1;1;1;1;2;;1;2;1;2;2;;1;1;2;;;1;1;1;1;;;;;;;1;;1;;5;5;30;5;5;20;5;2;20;60;5;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2;2;4;4;2;2
