DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P3205;P3211;P3216;P3222;P3227;P8752;P3209;P3209S1;P3209S2;P3209S3;P3209S4;P3209S5;P3209S6;P3209S7;P3209S8;P3359;P3359S1;P3359S2;P3359S3;P3359S4;P3359S5;P3359S6;P3359S7;P3359S8;P3359S1A;P3359S2A;P3359S3A;P3359S4A;P3359S5A;P3359S6A;P3359S7A;P3359S8A;P3360;P3360S1;P3360S2;P3360S3;P3360S4;P3360S5;P3360S6;P3360S7;P3360S8;P3361;P3361S1;P3361S2;P3361S3;P3361S4;P3361S5;P3361S6;P3361S7
7734969;1;1;1;70.701.195.105;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7734970;1;1;1;97.033.584.939;1;2;2;1;2;4;;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;
7734971;1;1;1;70.701.195.105;1;2;2;2;2;1;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;
7734972;1;1;1;13.116.638.712;1;2;1;2;2;1;;;;;;;;;;;;;;;;;;;3;3;3;2;2;2;3;3;;;;;;;;;;;;;;;;;
7734973;1;1;1;55.019.616.344;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7734974;1;1;1;12.973.940.059;1;2;1;2;2;1;;;;;;;;;;;;;;;;;;;3;3;3;3;3;2;3;4;;;;;;;;;;;;;;;;;
7734975;1;1;1;73.043.041.221;1;2;1;2;2;1;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;
7734976;1;1;1;81.100.976.164;2;1;1;1;2;1;;;;;;;;;;;;;;;;;;;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;;;
7734977;1;1;1;81.333.662.854;1;2;1;2;2;1;;;;;;;;;;;;;;;;;;;2;2;2;2;3;2;2;2;;;;;;;;;;;;;;;;;
7734978;1;1;1;91.998.216.713;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7734979;1;1;1;80.372.750.611;1;2;2;2;2;1;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;
7734981;1;1;1;80.372.750.611;2;1;2;2;2;1;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7734982;1;1;1;84.886.086.731;1;2;2;2;2;1;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;
7734984;1;1;1;11.239.253.144;1;1;1;1;2;1;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7734985;1;1;1;45.849.680.286;1;2;2;2;2;1;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7734986;1;1;1;12.888.361.348;1;1;1;1;2;1;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7734987;1;1;1;91.770.515.792;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;
7734988;1;1;1;11.747.807.069;1;2;2;2;2;1;;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;
7734989;1;1;1;56.214.539.184;1;2;2;2;2;1;;;;;;;;;;;;;;;;;;;2;2;2;3;2;2;2;2;;;;;;;;;;;;;;;;;
7734990;1;1;1;17.525.434.643;1;1;1;2;1;1;;;;;;;;;;;;;;;;;;;2;2;3;2;3;3;3;3;;;;;;;;;;;;;;;;;
7734991;1;1;1;81.100.976.164;1;1;1;1;2;2;;;;;;;;;;;;;;;;;;;2;2;3;3;3;4;4;4;;;;;;;;;;;;;;;;;
7734992;1;1;1;55.587.557.225;1;2;1;2;1;2;;;;;;;;;;;;;;;;;;;2;2;2;2;3;4;4;4;;;;;;;;;;;;;;;;;
7734993;1;1;1;11.637.512.547;1;2;1;2;2;2;;;;;;;;;;;;;;;;;;;2;2;3;2;3;3;3;3;;;;;;;;;;;;;;;;;
7734994;1;1;1;55.019.616.344;1;1;1;2;1;2;;;;;;;;;;;;;;;;;;;2;5;3;2;3;2;3;3;;;;;;;;;;;;;;;;;
7734995;1;1;1;55.019.616.344;1;1;1;1;2;2;;;;;;;;;;;;;;;;;;;2;2;2;2;3;3;3;3;;;;;;;;;;;;;;;;;
7734996;1;1;1;12.219.340.636;1;1;1;1;1;2;;;;;;;;;;;;;;;;;;;2;2;3;2;3;3;3;2;;;;;;;;;;;;;;;;;
7734997;1;1;1;5.001.783.304;1;1;1;1;1;1;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7734998;1;1;1;88.212.349.945;1;2;2;2;2;1;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;
7734999;1;1;1;11.898.813.351;1;2;2;2;2;1;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;
7735000;1;1;1;5.001.783.304;1;2;2;2;2;1;;;;;;;;;;;;;;;;;;;4;4;4;3;4;2;3;3;;;;;;;;;;;;;;;;;
7735001;1;1;1;70.701.195.105;1;2;1;2;1;2;;;;;;;;;;;;;;;;;;;2;3;3;2;3;4;4;4;;;;;;;;;;;;;;;;;
7735002;1;1;1;64.273.813.731;1;2;2;2;2;1;;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;
7735003;1;1;1;92.603.003.707;2;2;1;1;1;1;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7735004;1;1;1;5.001.783.304;2;2;1;2;1;1;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7735005;1;1;1;5.001.783.304;2;1;2;2;1;1;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7735006;1;1;1;88.212.349.945;1;2;2;2;2;1;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;
7735007;1;1;1;18.154.423.725;1;2;2;2;2;1;;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;
7735008;1;1;1;5.001.783.304;1;2;2;2;2;1;;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;
7735009;1;1;1;92.056.006.372;1;2;1;1;1;2;;;;;;;;;;;;;;;;;;;2;2;3;2;3;4;4;4;;;;;;;;;;;;;;;;;
7735010;1;1;1;11.522.757.919;1;2;1;2;2;2;;;;;;;;;;;;;;;;;;;2;2;3;3;3;4;4;4;;;;;;;;;;;;;;;;;
7735011;1;1;1;82.529.424.516;1;2;1;2;2;2;;;;;;;;;;;;;;;;;;;4;3;3;3;2;4;4;4;;;;;;;;;;;;;;;;;
7735012;1;1;1;2.116.916.151;1;1;1;1;2;2;;;;;;;;;;;;;;;;;;;4;2;2;3;3;4;4;4;;;;;;;;;;;;;;;;;
7735013;1;1;1;51.419.050.985;2;1;2;2;2;1;;;;;;;;;;;;;;;;;;;4;2;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7735014;1;1;1;9.797.598.484;1;2;2;2;2;1;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7735015;1;1;1;40.014.266.432;1;2;2;2;2;1;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7735016;1;1;1;74.082.402.966;1;2;1;1;1;1;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7735017;1;1;1;53.122.211.797;1;2;2;2;2;1;;;;;;;;;;;;;;;;;;;4;4;3;3;4;4;4;4;;;;;;;;;;;;;;;;;
7735018;1;1;1;40.014.266.432;1;2;1;2;2;1;;;;;;;;;;;;;;;;;;;4;2;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7735019;1;1;1;42.130.475.158;1;2;2;2;2;1;;;;;;;;;;;;;;;;;;;3;3;3;3;4;4;4;4;;;;;;;;;;;;;;;;;
7735020;1;1;1;13.594.352.976;1;1;1;2;2;2;;;;;;;;;;;;;;;;;;;4;3;5;3;3;4;4;2;;;;;;;;;;;;;;;;;
7735021;1;1;1;24.621.788.647;1;2;1;2;2;2;;;;;;;;;;;;;;;;;;;4;2;5;2;2;4;4;4;;;;;;;;;;;;;;;;;
7735022;1;1;1;11.452.482.771;1;2;1;2;2;2;;;;;;;;;;;;;;;;;;;4;3;5;2;2;4;4;4;;;;;;;;;;;;;;;;;
7735023;1;1;1;55.019.616.344;1;2;1;2;2;2;;;;;;;;;;;;;;;;;;;4;3;3;2;2;4;4;4;;;;;;;;;;;;;;;;;
7735024;1;1;1;96.879.843.423;2;2;1;2;1;1;;;;;;;;;;;;;;;;;;;4;5;4;5;4;4;4;4;;;;;;;;;;;;;;;;;
7735026;1;1;1;5.001.783.304;1;2;2;2;2;1;;;;;;;;;;;;;;;;;;;3;3;4;4;3;3;3;3;;;;;;;;;;;;;;;;;
7735027;1;1;1;52.663.093.947;2;2;2;2;2;1;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7735028;1;1;1;1.250.348.769;1;1;1;2;2;2;;;;;;;;;;;;;;;;;;;4;2;2;3;3;4;4;4;;;;;;;;;;;;;;;;;
7735029;1;1;1;70.701.195.105;1;1;2;2;2;1;;;;;;;;;;;;;;;;;;;4;5;4;5;4;4;4;4;;;;;;;;;;;;;;;;;
7735030;1;1;1;11.652.918.405;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;
7735031;1;1;1;13.614.396.568;1;2;2;1;2;1;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7735032;1;1;1;14.112.154.425;1;1;1;1;2;1;;;;;;;;;;;;;;;;;;;4;4;2;2;2;4;4;4;;;;;;;;;;;;;;;;;
7735033;1;1;1;10.140.491.485;1;1;1;2;1;1;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7735034;1;1;1;52.663.093.947;1;1;2;2;2;1;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;
7735035;1;1;1;5.001.783.304;1;2;2;1;2;1;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;
7735036;1;1;1;90.474.052.692;1;1;1;1;2;1;;;;;;;;;;;;;;;;;;;4;4;4;4;4;2;3;3;;;;;;;;;;;;;;;;;
7735037;1;1;1;70.701.195.105;1;2;1;2;2;2;;;;;;;;;;;;;;;;;;;4;2;3;2;2;2;4;4;;;;;;;;;;;;;;;;;
7735038;1;1;1;14.030.723.631;1;2;2;2;2;1;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7735039;1;1;1;73.728.160.149;1;2;1;1;2;1;;;;;;;;;;;;;;;;;;;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;;;
7735040;1;1;1;55.587.557.225;1;2;2;2;2;1;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;
7735041;1;1;1;5.001.783.304;1;2;2;2;2;1;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;
7735042;1;1;1;90.629.019.843;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;4;5;4;5;4;4;4;4;;;;;;;;;;;;;;;;;
7735043;1;1;1;57.929.403.342;1;2;2;1;2;1;;;;;;;;;;;;;;;;;;;3;2;3;3;4;4;4;4;;;;;;;;;;;;;;;;;
7735044;1;1;1;11.154.540.633;1;1;1;2;2;2;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;
7735045;1;1;1;11.652.918.405;1;1;1;2;2;2;;;;;;;;;;;;;;;;;;;4;2;5;2;2;4;4;4;;;;;;;;;;;;;;;;;
7735046;1;1;1;55.019.616.344;1;2;2;1;2;1;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;
7735047;1;1;1;67.457.447.021;1;2;1;2;2;1;;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;
7735048;1;1;1;70.701.195.105;1;2;1;2;2;2;;;;;;;;;;;;;;;;;;;4;2;2;2;2;4;4;4;;;;;;;;;;;;;;;;;
7735049;1;1;1;16.429.311.707;1;2;1;2;2;2;;;;;;;;;;;;;;;;;;;4;2;4;2;2;4;4;4;;;;;;;;;;;;;;;;;
7735050;1;1;1;81.100.976.164;1;2;1;2;2;2;;;;;;;;;;;;;;;;;;;4;2;2;3;3;4;4;4;;;;;;;;;;;;;;;;;
7735051;1;1;1;55.019.616.344;1;2;1;2;2;1;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;
7735052;1;1;1;90.783.078.419;1;1;1;1;2;2;;;;;;;;;;;;;;;;;;;4;2;2;2;4;4;4;4;;;;;;;;;;;;;;;;;
7735053;1;1;1;70.701.195.105;1;2;1;2;2;1;;;;;;;;;;;;;;;;;;;3;2;3;3;3;3;3;3;;;;;;;;;;;;;;;;;
7735054;1;1;1;40.427.314.346;1;2;2;2;2;1;;;;;;;;;;;;;;;;;;;1;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;
7735055;1;1;1;42.130.475.158;1;2;2;2;2;1;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;
7735056;1;1;1;42.130.475.158;1;2;2;2;2;1;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;
7735057;1;1;1;42.130.475.158;1;2;2;2;2;1;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;
7735058;1;1;1;55.019.616.344;1;2;1;2;2;2;;;;;;;;;;;;;;;;;;;4;2;5;2;3;4;4;4;;;;;;;;;;;;;;;;;
7735060;1;1;1;55.019.616.344;1;2;1;2;2;1;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;
7735061;1;1;1;70.701.195.105;1;2;1;2;2;1;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7735062;1;1;1;57.929.403.342;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7735063;1;1;1;8.367.550.897;1;2;2;2;2;1;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;
7735064;1;1;1;57.929.403.342;1;2;2;2;2;1;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7735065;1;1;1;11.652.918.405;1;1;1;2;2;2;;;;;;;;;;;;;;;;;;;4;2;2;3;2;4;4;2;;;;;;;;;;;;;;;;;
7735066;1;1;1;97.033.584.939;2;2;1;2;2;1;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7735067;1;1;1;57.929.403.342;1;2;1;2;2;1;;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;
7735068;1;1;1;85.213.016.498;1;2;1;2;2;1;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;
7735069;1;1;1;66.309.900.744;1;2;1;2;2;1;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7735070;1;1;1;81.333.662.854;1;2;1;2;2;1;;;;;;;;;;;;;;;;;;;3;3;3;4;3;3;3;3;;;;;;;;;;;;;;;;;
7735071;1;1;1;10.450.523.568;1;2;2;2;2;1;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;
7735072;1;1;1;55.587.557.225;1;2;1;2;2;1;;;;;;;;;;;;;;;;;;;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;;;
7735073;1;1;1;55.019.616.344;2;1;1;1;2;1;;;;;;;;;;;;;;;;;;;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;;;
7735074;1;1;1;57.929.403.342;1;1;2;2;2;1;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;
7735075;1;1;1;55.019.616.344;1;2;1;2;2;1;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;
7735076;1;1;1;57.929.403.342;2;2;1;1;1;1;;;;;;;;;;;;;;;;;;;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;;;
7735077;1;1;1;55.019.616.344;1;2;1;1;2;1;;;;;;;;;;;;;;;;;;;2;2;2;2;4;4;4;4;;;;;;;;;;;;;;;;;
7735079;1;1;1;12.863.876.195;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;
7735080;1;1;1;70.701.195.105;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;
7735081;1;1;1;68.059.263.507;1;1;1;1;1;1;;;;;;;;;;;;;;;;;;;4;3;3;3;3;4;4;4;;;;;;;;;;;;;;;;;
7735082;1;1;1;86.407.316.337;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;
7735083;1;1;1;81.333.662.854;1;1;1;1;1;1;;;;;;;;;;;;;;;;;;;4;3;3;3;3;4;4;4;;;;;;;;;;;;;;;;;
7735084;1;1;1;14.097.368.482;1;1;1;1;1;1;;;;;;;;;;;;;;;;;;;4;4;3;3;3;4;4;4;;;;;;;;;;;;;;;;;
7735085;1;1;1;96.447.300.733;2;2;1;2;1;1;;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;
7735086;1;1;1;17.903.762.516;1;2;1;2;2;4;;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;
7735087;1;1;1;14.595.126.339;1;2;1;1;2;1;;;;;;;;;;;;;;;;;;;4;4;4;3;5;4;4;4;;;;;;;;;;;;;;;;;
7735088;1;1;1;55.019.616.344;1;2;1;2;2;1;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7735089;1;1;1;11.637.512.547;2;2;1;2;2;1;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7735090;1;1;1;16.061.714.336;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;
7735091;1;1;1;92.056.006.372;1;2;1;2;2;1;;;;;;;;;;;;;;;;;;;3;3;3;2;2;3;3;2;;;;;;;;;;;;;;;;;
7735092;1;1;1;10.771.537.404;1;2;1;2;2;1;;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;
7735093;1;1;1;81.100.976.164;1;1;1;1;2;1;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7735094;1;1;1;71.287.479.311;1;1;1;1;2;1;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7735095;1;1;1;97.033.584.939;1;2;1;2;2;1;;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;
7735096;1;1;1;11.961.887.355;1;2;1;2;2;1;;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;
7735097;1;1;1;55.019.616.344;1;2;1;2;2;1;;;;;;;;;;;;;;;;;;;2;2;3;2;2;2;3;3;;;;;;;;;;;;;;;;;
7735099;1;1;1;96.447.300.733;1;2;1;2;2;1;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;
7735100;1;1;1;67.457.447.021;1;1;1;1;1;1;;;;;;;;;;;;;;;;;;;4;4;3;3;3;4;4;4;;;;;;;;;;;;;;;;;
7735102;1;1;1;57.929.403.342;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;4;3;3;3;3;4;4;4;;;;;;;;;;;;;;;;;
7735107;1;1;1;15.078.098.253;1;2;1;1;1;1;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7735109;1;1;1;55.019.616.344;1;2;1;2;2;1;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7735115;1;1;1;96.214.614.043;2;1;1;2;1;1;;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;
7735117;1;1;1;812.632.809;2;2;1;2;2;1;;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;
7735118;1;1;1;11.044.718.141;1;1;1;1;2;4;;;;;;;;;;;;;;;;;;;2;1;2;1;4;4;4;4;;;;;;;;;;;;;;;;;
7735120;1;1;1;6.571.741.739;2;2;1;2;1;1;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;
7735121;1;1;1;57.929.403.342;1;2;1;1;1;4;;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;
7735122;1;1;1;97.033.584.939;2;1;1;2;1;1;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7735123;1;1;1;55.019.616.344;1;1;1;1;1;1;;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;
7735125;1;1;1;55.019.616.344;1;2;1;1;2;4;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;
7735126;1;1;1;15.599.744.693;2;1;1;2;1;1;;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;
7735127;1;1;1;55.019.616.344;2;1;1;2;2;1;;;;;;;;;;;;;;;;;;;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;;;
7735129;1;1;1;13.413.069.495;1;1;1;1;2;1;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7735135;1;1;1;81.333.662.854;1;1;1;1;1;1;;;;;;;;;;;;;;;;;;;4;3;3;3;3;4;4;5;;;;;;;;;;;;;;;;;
7735139;1;1;1;57.929.403.342;1;1;1;1;1;1;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7735143;1;1;1;55.019.616.344;1;1;1;2;1;4;;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;
7735145;1;1;1;70.701.195.105;1;1;1;1;1;1;;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;
7735147;1;1;1;19.985.271.955;2;2;1;2;1;4;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7735148;1;1;1;11.637.512.547;1;1;1;1;1;1;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7735149;1;1;1;76.117.198.449;1;1;1;1;2;4;;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;
7735150;1;1;1;55.019.616.344;1;1;1;2;2;4;;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;
7735151;1;1;1;85.848.622.058;1;1;1;2;1;1;;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;
7735152;1;1;1;57.929.403.342;1;1;1;1;1;1;;;;;;;;;;;;;;;;;;;3;3;3;3;3;4;4;4;;;;;;;;;;;;;;;;;
7735153;1;1;1;55.019.616.344;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;3;2;2;3;2;3;5;5;;;;;;;;;;;;;;;;;
7735154;1;1;1;55.019.616.344;1;1;1;1;2;1;;;;;;;;;;;;;;;;;;;3;3;3;3;3;4;4;4;;;;;;;;;;;;;;;;;
7751761;1;1;1;19.124.063.167;1;1;1;2;2;;;2;2;2;2;2;2;2;2;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7751762;1;1;1;12.509.183.128;1;2;1;2;2;;;3;3;3;3;3;3;3;3;;2;2;2;2;1;1;1;1;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7751765;1;1;1;14.278.809.159;1;1;1;2;1;;;3;3;3;3;3;3;3;3;;3;1;3;3;2;2;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7751766;1;1;1;16.339.046.393;1;1;1;2;2;;;2;3;3;3;3;3;3;3;;3;1;2;2;2;1;4;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7751767;1;1;1;10.359.817.915;1;1;1;2;2;;;2;3;3;3;3;3;3;3;;3;3;4;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7751768;1;1;1;15.567.046.762;1;1;1;2;2;;;3;3;3;3;3;3;3;3;;1;1;3;2;2;2;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7751769;1;1;1;1.738.551.197;1;1;1;2;2;;;2;3;3;2;3;3;2;3;;2;3;3;3;2;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7751771;1;1;1;19.117.475.426;1;1;1;1;2;;;3;3;3;3;3;3;3;3;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7751772;1;1;1;16.216.630.581;1;2;1;2;2;;;3;3;3;3;8;3;3;3;;2;2;3;1;;2;2;2;;;;;;;;;;1;1;1;1;;1;1;1;;;;;;;;
7751773;1;1;1;15.443.707.403;1;1;1;2;2;;;3;3;5;3;5;3;4;5;;2;2;2;3;2;2;3;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7751774;1;1;1;15.567.046.762;1;2;1;1;2;;;3;3;3;3;3;3;3;3;;3;3;3;3;3;4;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7751775;1;1;1;15.658.028.808;1;1;1;1;2;;;3;3;3;3;3;3;3;3;;3;3;3;3;3;3;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7751776;1;1;1;16.358.291.448;1;1;1;1;2;;;3;3;3;3;3;3;3;3;;3;3;3;3;3;4;4;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7751777;1;1;1;16.369.115.344;1;2;1;2;1;;;3;3;8;3;3;3;3;3;;2;2;;1;2;1;1;2;;;;;;;;;;1;1;;1;1;1;1;1;;;;;;;;
